,0
240,329.665
241,329.665
242,329.665
243,329.665
244,329.665
245,329.665
246,329.665
247,329.665
248,329.665
249,329.665
250,329.665
251,329.665
252,577.62
253,577.62
254,577.62
255,577.62
256,577.62
257,577.62
258,577.62
259,577.62
260,577.62
261,577.62
262,577.62
263,577.62
264,643.5150000000001
265,643.5150000000001
266,643.5150000000001
267,643.5150000000001
268,643.5150000000001
269,643.5150000000001
270,643.5150000000001
271,643.5150000000001
272,643.5150000000001
273,643.5150000000001
274,643.5150000000001
275,643.5150000000001
276,1385.7250000000001
277,1385.7250000000001
278,1385.7250000000001
279,1385.7250000000001
280,1385.7250000000001
281,1385.7250000000001
282,1385.7250000000001
283,1385.7250000000001
284,1385.7250000000001
285,1385.7250000000001
286,1385.7250000000001
287,1385.7250000000001
288,526.8199999999999
289,526.8199999999999
290,526.8199999999999
291,526.8199999999999
292,526.8199999999999
293,526.8199999999999
294,526.8199999999999
295,526.8199999999999
296,526.8199999999999
297,526.8199999999999
298,526.8199999999999
299,526.8199999999999
300,224.79500000000002
301,224.79500000000002
302,224.79500000000002
303,224.79500000000002
304,224.79500000000002
305,224.79500000000002
306,224.79500000000002
307,224.79500000000002
308,224.79500000000002
309,224.79500000000002
310,224.79500000000002
311,224.79500000000002
312,247.305
313,247.305
314,247.305
315,247.305
316,247.305
317,247.305
318,247.305
319,247.305
320,247.305
321,247.305
322,247.305
323,247.305
324,341.615
325,341.615
326,341.615
327,341.615
328,341.615
329,341.615
330,341.615
331,341.615
332,341.615
333,341.615
334,341.615
335,341.615
336,67.535
337,67.535
338,67.535
339,67.535
340,67.535
341,67.535
342,67.535
343,67.535
344,67.535
345,67.535
346,67.535
347,67.535
348,341.075
349,341.075
350,341.075
351,341.075
352,341.075
353,341.075
354,341.075
355,341.075
356,341.075
357,341.075
358,341.075
359,341.075
360,771.89
361,771.89
362,771.89
363,771.89
364,771.89
365,771.89
366,771.89
367,771.89
368,771.89
369,771.89
370,771.89
371,771.89
372,616.085
373,616.085
374,616.085
375,616.085
376,616.085
377,616.085
378,616.085
379,616.085
380,616.085
381,616.085
382,616.085
383,616.085
384,486.81
385,486.81
386,486.81
387,486.81
388,486.81
389,486.81
390,486.81
391,486.81
392,486.81
393,486.81
394,486.81
395,486.81
396,192.105
397,192.105
398,192.105
399,192.105
400,192.105
401,192.105
402,192.105
403,192.105
404,192.105
405,192.105
406,192.105
407,192.105
408,133.505
409,133.505
410,133.505
411,133.505
412,133.505
413,133.505
414,133.505
415,133.505
416,133.505
417,133.505
418,133.505
419,133.505
420,205.125
421,205.125
422,205.125
423,205.125
424,205.125
425,205.125
426,205.125
427,205.125
428,205.125
429,205.125
430,205.125
431,205.125
432,501.54
433,501.54
434,501.54
435,501.54
436,501.54
437,501.54
438,501.54
439,501.54
440,501.54
441,501.54
442,501.54
443,501.54
