,0
422,196.95273262149473
423,187.918780828402
424,188.90148297987034
425,204.971571771667
426,201.86673058949586
427,193.94597031878456
428,191.4931867357468
429,191.85116587078684
430,188.8282773809481
431,191.91364222180104
432,462.4236891398198
433,447.6664950357219
434,515.5661737731389
435,394.26435018091706
436,396.67317027523916
437,550.3582676211101
438,531.2874469997278
439,443.9325827386207
440,429.1316427327651
441,433.9572988827258
442,414.58875477934464
443,435.2152244641916
